city,timestamp,station_name,line,station_type,hour,day_of_week,is_weekend,weather,event_nearby,entries,exits,crowding_index,crowding_label
Hyderabad,2023-08-31 21:00:00,Miyapur,Red Line,Residential,21,3,0,Overcast,0,112,208,0.269,Low
Kolkata,2023-08-31 21:00:00,Salt Lake Sector V,Green Line,Commercial,21,3,0,Overcast,0,98,214,0.189,Low
Mumbai,2023-08-31 21:00:00,Versova,Line 1,Mixed/Retail,21,3,0,Overcast,0,128,328,0.273,Low
Bengaluru,2023-08-31 22:00:00,Majestic,Purple Line,Transit Hub,22,3,0,Rainy,0,155,256,0.209,Low
Chennai,2023-08-31 22:00:00,Chennai Central,Blue Line,Commercial,22,3,0,Rainy,0,106,130,0.197,Low
Delhi,2023-08-31 22:00:00,Adarsh Nagar,Yellow Line,Residential,22,3,0,Rainy,0,231,367,0.266,Low
Hyderabad,2023-08-31 22:00:00,Miyapur,Red Line,Residential,22,3,0,Rainy,0,106,138,0.194,Low
Kolkata,2023-08-31 22:00:00,Salt Lake Sector V,Green Line,Commercial,22,3,0,Rainy,0,152,408,0.308,Normal
Mumbai,2023-08-31 22:00:00,Versova,Line 1,Mixed/Retail,22,3,0,Rainy,0,169,176,0.307,Normal
Bengaluru,2023-08-31 23:00:00,Majestic,Purple Line,Transit Hub,23,3,0,Sunny,0,216,394,0.3,Normal
Chennai,2023-08-31 23:00:00,Chennai Central,Blue Line,Commercial,23,3,0,Sunny,0,120,121,0.174,Low
Delhi,2023-08-31 23:00:00,Adarsh Nagar,Yellow Line,Residential,23,3,0,Sunny,0,165,246,0.188,Low
Hyderabad,2023-08-31 23:00:00,Miyapur,Red Line,Residential,23,3,0,Sunny,0,71,176,0.211,Low
Kolkata,2023-08-31 23:00:00,Salt Lake Sector V,Green Line,Commercial,23,3,0,Sunny,0,124,203,0.19,Low
Mumbai,2023-08-31 23:00:00,Versova,Line 1,Mixed/Retail,23,3,0,Sunny,0,226,225,0.297,Low
Bengaluru,2023-09-01 00:00:00,Majestic,Purple Line,Transit Hub,0,4,0,Rainy,0,24,0,0.014,Low
Chennai,2023-09-01 00:00:00,Chennai Central,Blue Line,Commercial,0,4,0,Rainy,0,8,22,0.023,Low
Delhi,2023-09-01 00:00:00,Adarsh Nagar,Yellow Line,Residential,0,4,0,Rainy,0,27,13,0.021,Low
Hyderabad,2023-09-01 00:00:00,Miyapur,Red Line,Residential,0,4,0,Rainy,0,46,19,0.047,Low
Kolkata,2023-09-01 00:00:00,Salt Lake Sector V,Green Line,Commercial,0,4,0,Rainy,0,0,12,0.008,Low
Mumbai,2023-09-01 00:00:00,Versova,Line 1,Mixed/Retail,0,4,0,Rainy,0,6,0,0.006,Low
Bengaluru,2023-09-01 01:00:00,Majestic,Purple Line,Transit Hub,1,4,0,Stormy,0,14,0,0.005,Low
Chennai,2023-09-01 01:00:00,Chennai Central,Blue Line,Commercial,1,4,0,Stormy,0,0,8,0.005,Low
Delhi,2023-09-01 01:00:00,Adarsh Nagar,Yellow Line,Residential,1,4,0,Stormy,0,13,0,0.008,Low
Hyderabad,2023-09-01 01:00:00,Miyapur,Red Line,Residential,1,4,0,Stormy,0,26,11,0.024,Low
Kolkata,2023-09-01 01:00:00,Salt Lake Sector V,Green Line,Commercial,1,4,0,Stormy,0,30,0,0.015,Low
Mumbai,2023-09-01 01:00:00,Versova,Line 1,Mixed/Retail,1,4,0,Stormy,0,15,16,0.019,Low
Bengaluru,2023-09-01 02:00:00,Majestic,Purple Line,Transit Hub,2,4,0,Overcast,0,6,16,0.013,Low
Chennai,2023-09-01 02:00:00,Chennai Central,Blue Line,Commercial,2,4,0,Overcast,0,33,26,0.045,Low
Delhi,2023-09-01 02:00:00,Adarsh Nagar,Yellow Line,Residential,2,4,0,Overcast,0,12,3,0.011,Low
Hyderabad,2023-09-01 02:00:00,Miyapur,Red Line,Residential,2,4,0,Overcast,0,38,39,0.048,Low
Kolkata,2023-09-01 02:00:00,Salt Lake Sector V,Green Line,Commercial,2,4,0,Overcast,0,0,23,0.013,Low
Mumbai,2023-09-01 02:00:00,Versova,Line 1,Mixed/Retail,2,4,0,Overcast,0,28,6,0.025,Low
Bengaluru,2023-09-01 03:00:00,Majestic,Purple Line,Transit Hub,3,4,0,Stormy,0,45,30,0.026,Low
Chennai,2023-09-01 03:00:00,Chennai Central,Blue Line,Commercial,3,4,0,Stormy,0,22,0,0.01,Low
Delhi,2023-09-01 03:00:00,Adarsh Nagar,Yellow Line,Residential,3,4,0,Stormy,0,12,0,0.008,Low
Hyderabad,2023-09-01 03:00:00,Miyapur,Red Line,Residential,3,4,0,Stormy,0,23,25,0.043,Low
Kolkata,2023-09-01 03:00:00,Salt Lake Sector V,Green Line,Commercial,3,4,0,Stormy,0,7,0,0.006,Low
Mumbai,2023-09-01 03:00:00,Versova,Line 1,Mixed/Retail,3,4,0,Stormy,0,17,18,0.02,Low
Bengaluru,2023-09-01 04:00:00,Majestic,Purple Line,Transit Hub,4,4,0,Overcast,0,31,7,0.015,Low
Chennai,2023-09-01 04:00:00,Chennai Central,Blue Line,Commercial,4,4,0,Overcast,0,19,16,0.027,Low
Delhi,2023-09-01 04:00:00,Adarsh Nagar,Yellow Line,Residential,4,4,0,Overcast,0,36,28,0.034,Low
Hyderabad,2023-09-01 04:00:00,Miyapur,Red Line,Residential,4,4,0,Overcast,0,17,6,0.023,Low
Kolkata,2023-09-01 04:00:00,Salt Lake Sector V,Green Line,Commercial,4,4,0,Overcast,0,23,46,0.047,Low
Mumbai,2023-09-01 04:00:00,Versova,Line 1,Mixed/Retail,4,4,0,Overcast,0,5,8,0.009,Low
Bengaluru,2023-09-01 05:00:00,Majestic,Purple Line,Transit Hub,5,4,0,Rainy,0,5,26,0.019,Low
Chennai,2023-09-01 05:00:00,Chennai Central,Blue Line,Commercial,5,4,0,Rainy,0,23,10,0.016,Low
Delhi,2023-09-01 05:00:00,Adarsh Nagar,Yellow Line,Residential,5,4,0,Rainy,0,11,11,0.015,Low
Hyderabad,2023-09-01 05:00:00,Miyapur,Red Line,Residential,5,4,0,Rainy,0,46,18,0.041,Low
Kolkata,2023-09-01 05:00:00,Salt Lake Sector V,Green Line,Commercial,5,4,0,Rainy,0,13,0,0.008,Low
Mumbai,2023-09-01 05:00:00,Versova,Line 1,Mixed/Retail,5,4,0,Rainy,0,4,1,0.005,Low
Bengaluru,2023-09-01 06:00:00,Majestic,Purple Line,Transit Hub,6,4,0,Sunny,0,69,86,0.088,Low
Chennai,2023-09-01 06:00:00,Chennai Central,Blue Line,Commercial,6,4,0,Sunny,0,90,84,0.092,Low
Delhi,2023-09-01 06:00:00,Adarsh Nagar,Yellow Line,Residential,6,4,0,Sunny,0,80,69,0.096,Low
Hyderabad,2023-09-01 06:00:00,Miyapur,Red Line,Residential,6,4,0,Sunny,0,65,43,0.095,Low
Kolkata,2023-09-01 06:00:00,Salt Lake Sector V,Green Line,Commercial,6,4,0,Sunny,0,77,80,0.111,Low
Mumbai,2023-09-01 06:00:00,Versova,Line 1,Mixed/Retail,6,4,0,Sunny,0,94,102,0.116,Low
Bengaluru,2023-09-01 07:00:00,Majestic,Purple Line,Transit Hub,7,4,0,Overcast,0,160,119,0.095,Low
Chennai,2023-09-01 07:00:00,Chennai Central,Blue Line,Commercial,7,4,0,Overcast,0,78,71,0.083,Low
Delhi,2023-09-01 07:00:00,Adarsh Nagar,Yellow Line,Residential,7,4,0,Overcast,0,112,98,0.099,Low
Hyderabad,2023-09-01 07:00:00,Miyapur,Red Line,Residential,7,4,0,Overcast,0,42,68,0.129,Low
Kolkata,2023-09-01 07:00:00,Salt Lake Sector V,Green Line,Commercial,7,4,0,Overcast,0,110,75,0.104,Low
Mumbai,2023-09-01 07:00:00,Versova,Line 1,Mixed/Retail,7,4,0,Overcast,0,80,101,0.121,Low
Bengaluru,2023-09-01 08:00:00,Majestic,Purple Line,Transit Hub,8,4,0,Rainy,0,1342,986,0.805,Crowded
Chennai,2023-09-01 08:00:00,Chennai Central,Blue Line,Commercial,8,4,0,Rainy,0,182,710,0.595,Normal
Delhi,2023-09-01 08:00:00,Adarsh Nagar,Yellow Line,Residential,8,4,0,Rainy,0,714,181,0.498,Normal
Hyderabad,2023-09-01 08:00:00,Miyapur,Red Line,Residential,8,4,0,Rainy,0,441,131,0.516,Normal
Kolkata,2023-09-01 08:00:00,Salt Lake Sector V,Green Line,Commercial,8,4,0,Rainy,0,195,1185,0.654,Crowded
Mumbai,2023-09-01 08:00:00,Versova,Line 1,Mixed/Retail,8,4,0,Rainy,0,592,535,0.889,Critically Overcrowded
Bengaluru,2023-09-01 09:00:00,Majestic,Purple Line,Transit Hub,9,4,0,Overcast,0,1079,828,0.82,Crowded
Chennai,2023-09-01 09:00:00,Chennai Central,Blue Line,Commercial,9,4,0,Overcast,0,350,1210,0.84,Crowded
Delhi,2023-09-01 09:00:00,Adarsh Nagar,Yellow Line,Residential,9,4,0,Overcast,0,720,242,0.603,Crowded
Hyderabad,2023-09-01 09:00:00,Miyapur,Red Line,Residential,9,4,0,Overcast,0,576,156,0.688,Crowded
Kolkata,2023-09-01 09:00:00,Salt Lake Sector V,Green Line,Commercial,9,4,0,Overcast,0,319,1354,0.846,Crowded
Mumbai,2023-09-01 09:00:00,Versova,Line 1,Mixed/Retail,9,4,0,Overcast,0,621,514,0.784,Crowded
Bengaluru,2023-09-01 10:00:00,Majestic,Purple Line,Transit Hub,10,4,0,Rainy,0,715,678,0.751,Crowded
Chennai,2023-09-01 10:00:00,Chennai Central,Blue Line,Commercial,10,4,0,Rainy,0,267,1077,0.645,Crowded
Delhi,2023-09-01 10:00:00,Adarsh Nagar,Yellow Line,Residential,10,4,0,Rainy,0,818,223,0.633,Crowded
Hyderabad,2023-09-01 10:00:00,Miyapur,Red Line,Residential,10,4,0,Rainy,0,777,242,0.651,Crowded
Kolkata,2023-09-01 10:00:00,Salt Lake Sector V,Green Line,Commercial,10,4,0,Rainy,0,164,668,0.668,Crowded
Mumbai,2023-09-01 10:00:00,Versova,Line 1,Mixed/Retail,10,4,0,Rainy,0,514,430,0.828,Crowded
Bengaluru,2023-09-01 11:00:00,Majestic,Purple Line,Transit Hub,11,4,0,Overcast,0,422,449,0.543,Normal
Chennai,2023-09-01 11:00:00,Chennai Central,Blue Line,Commercial,11,4,0,Overcast,0,496,581,0.529,Normal
Delhi,2023-09-01 11:00:00,Adarsh Nagar,Yellow Line,Residential,11,4,0,Overcast,0,363,524,0.494,Normal
Hyderabad,2023-09-01 11:00:00,Miyapur,Red Line,Residential,11,4,0,Overcast,0,241,222,0.51,Normal
Kolkata,2023-09-01 11:00:00,Salt Lake Sector V,Green Line,Commercial,11,4,0,Overcast,0,284,337,0.502,Normal
Mumbai,2023-09-01 11:00:00,Versova,Line 1,Mixed/Retail,11,4,0,Overcast,0,296,348,0.537,Normal
Bengaluru,2023-09-01 12:00:00,Majestic,Purple Line,Transit Hub,12,4,0,Rainy,0,383,542,0.4,Normal
Chennai,2023-09-01 12:00:00,Chennai Central,Blue Line,Commercial,12,4,0,Rainy,0,250,266,0.377,Normal
Delhi,2023-09-01 12:00:00,Adarsh Nagar,Yellow Line,Residential,12,4,0,Rainy,0,370,230,0.436,Normal
Hyderabad,2023-09-01 12:00:00,Miyapur,Red Line,Residential,12,4,0,Rainy,0,289,272,0.385,Normal
Kolkata,2023-09-01 12:00:00,Salt Lake Sector V,Green Line,Commercial,12,4,0,Rainy,0,355,298,0.423,Normal
Mumbai,2023-09-01 12:00:00,Versova,Line 1,Mixed/Retail,12,4,0,Rainy,0,281,277,0.378,Normal
Bengaluru,2023-09-01 13:00:00,Majestic,Purple Line,Transit Hub,13,4,0,Sunny,0,569,415,0.466,Normal
Chennai,2023-09-01 13:00:00,Chennai Central,Blue Line,Commercial,13,4,0,Sunny,0,380,379,0.458,Normal
Delhi,2023-09-01 13:00:00,Adarsh Nagar,Yellow Line,Residential,13,4,0,Sunny,0,397,386,0.463,Normal
Hyderabad,2023-09-01 13:00:00,Miyapur,Red Line,Residential,13,4,0,Sunny,0,435,435,0.563,Normal
Kolkata,2023-09-01 13:00:00,Salt Lake Sector V,Green Line,Commercial,13,4,0,Sunny,0,540,537,0.559,Normal
Mumbai,2023-09-01 13:00:00,Versova,Line 1,Mixed/Retail,13,4,0,Sunny,0,291,373,0.5,Normal
Bengaluru,2023-09-01 14:00:00,Majestic,Purple Line,Transit Hub,14,4,0,Overcast,0,446,444,0.53,Normal
Chennai,2023-09-01 14:00:00,Chennai Central,Blue Line,Commercial,14,4,0,Overcast,0,385,397,0.47,Normal
Delhi,2023-09-01 14:00:00,Adarsh Nagar,Yellow Line,Residential,14,4,0,Overcast,0,237,266,0.416,Normal
Hyderabad,2023-09-01 14:00:00,Miyapur,Red Line,Residential,14,4,0,Overcast,0,359,328,0.511,Normal
Kolkata,2023-09-01 14:00:00,Salt Lake Sector V,Green Line,Commercial,14,4,0,Overcast,0,477,548,0.55,Normal
Mumbai,2023-09-01 14:00:00,Versova,Line 1,Mixed/Retail,14,4,0,Overcast,0,263,238,0.552,Normal
Bengaluru,2023-09-01 15:00:00,Majestic,Purple Line,Transit Hub,15,4,0,Overcast,0,448,405,0.527,Normal
Chennai,2023-09-01 15:00:00,Chennai Central,Blue Line,Commercial,15,4,0,Overcast,0,534,392,0.484,Normal
Delhi,2023-09-01 15:00:00,Adarsh Nagar,Yellow Line,Residential,15,4,0,Overcast,0,319,421,0.489,Normal
Hyderabad,2023-09-01 15:00:00,Miyapur,Red Line,Residential,15,4,0,Overcast,0,249,227,0.423,Normal
Kolkata,2023-09-01 15:00:00,Salt Lake Sector V,Green Line,Commercial,15,4,0,Overcast,0,434,500,0.507,Normal
Mumbai,2023-09-01 15:00:00,Versova,Line 1,Mixed/Retail,15,4,0,Overcast,0,277,247,0.472,Normal
Bengaluru,2023-09-01 16:00:00,Majestic,Purple Line,Transit Hub,16,4,0,Sunny,0,694,540,0.49,Normal
Chennai,2023-09-01 16:00:00,Chennai Central,Blue Line,Commercial,16,4,0,Sunny,0,447,516,0.544,Normal
Delhi,2023-09-01 16:00:00,Adarsh Nagar,Yellow Line,Residential,16,4,0,Sunny,0,682,635,0.576,Normal
Hyderabad,2023-09-01 16:00:00,Miyapur,Red Line,Residential,16,4,0,Sunny,0,344,287,0.434,Normal
Kolkata,2023-09-01 16:00:00,Salt Lake Sector V,Green Line,Commercial,16,4,0,Sunny,0,656,536,0.554,Normal
Mumbai,2023-09-01 16:00:00,Versova,Line 1,Mixed/Retail,16,4,0,Sunny,0,443,396,0.578,Normal
Bengaluru,2023-09-01 17:00:00,Majestic,Purple Line,Transit Hub,17,4,0,Stormy,0,609,657,0.534,Normal
Chennai,2023-09-01 17:00:00,Chennai Central,Blue Line,Commercial,17,4,0,Stormy,0,462,196,0.38,Normal
Delhi,2023-09-01 17:00:00,Adarsh Nagar,Yellow Line,Residential,17,4,0,Stormy,0,168,594,0.485,Normal
Hyderabad,2023-09-01 17:00:00,Miyapur,Red Line,Residential,17,4,0,Stormy,0,141,496,0.523,Normal
Kolkata,2023-09-01 17:00:00,Salt Lake Sector V,Green Line,Commercial,17,4,0,Stormy,0,728,137,0.401,Normal
Mumbai,2023-09-01 17:00:00,Versova,Line 1,Mixed/Retail,17,4,0,Stormy,0,418,514,0.582,Normal
Bengaluru,2023-09-01 18:00:00,Majestic,Purple Line,Transit Hub,18,4,0,Rainy,0,1100,1047,0.757,Crowded
Chennai,2023-09-01 18:00:00,Chennai Central,Blue Line,Commercial,18,4,0,Rainy,0,699,203,0.696,Crowded
Delhi,2023-09-01 18:00:00,Adarsh Nagar,Yellow Line,Residential,18,4,0,Rainy,0,132,663,0.565,Normal
Hyderabad,2023-09-01 18:00:00,Miyapur,Red Line,Residential,18,4,0,Rainy,0,153,541,0.572,Normal
Kolkata,2023-09-01 18:00:00,Salt Lake Sector V,Green Line,Commercial,18,4,0,Rainy,0,725,186,0.614,Crowded
Mumbai,2023-09-01 18:00:00,Versova,Line 1,Mixed/Retail,18,4,0,Rainy,0,509,526,0.79,Crowded
Bengaluru,2023-09-01 19:00:00,Majestic,Purple Line,Transit Hub,19,4,0,Overcast,0,1121,991,0.989,Critically Overcrowded
Chennai,2023-09-01 19:00:00,Chennai Central,Blue Line,Commercial,19,4,0,Overcast,0,1161,377,0.729,Crowded
Delhi,2023-09-01 19:00:00,Adarsh Nagar,Yellow Line,Residential,19,4,0,Overcast,0,191,742,0.645,Crowded
Hyderabad,2023-09-01 19:00:00,Miyapur,Red Line,Residential,19,4,0,Overcast,0,164,577,0.758,Crowded
Kolkata,2023-09-01 19:00:00,Salt Lake Sector V,Green Line,Commercial,19,4,0,Overcast,0,861,216,0.6,Crowded
Mumbai,2023-09-01 19:00:00,Versova,Line 1,Mixed/Retail,19,4,0,Overcast,0,762,801,1.0,Critically Overcrowded
Bengaluru,2023-09-01 20:00:00,Majestic,Purple Line,Transit Hub,20,4,0,Rainy,0,159,476,0.253,Low
Chennai,2023-09-01 20:00:00,Chennai Central,Blue Line,Commercial,20,4,0,Rainy,0,146,316,0.251,Low
Delhi,2023-09-01 20:00:00,Adarsh Nagar,Yellow Line,Residential,20,4,0,Rainy,0,43,240,0.214,Low
Hyderabad,2023-09-01 20:00:00,Miyapur,Red Line,Residential,20,4,0,Rainy,0,73,183,0.264,Low
Kolkata,2023-09-01 20:00:00,Salt Lake Sector V,Green Line,Commercial,20,4,0,Rainy,0,106,199,0.168,Low
Mumbai,2023-09-01 20:00:00,Versova,Line 1,Mixed/Retail,20,4,0,Rainy,0,103,169,0.182,Low
Bengaluru,2023-09-01 21:00:00,Majestic,Purple Line,Transit Hub,21,4,0,Rainy,0,381,457,0.282,Low
Chennai,2023-09-01 21:00:00,Chennai Central,Blue Line,Commercial,21,4,0,Rainy,0,102,258,0.219,Low
Delhi,2023-09-01 21:00:00,Adarsh Nagar,Yellow Line,Residential,21,4,0,Rainy,0,93,282,0.282,Low
Hyderabad,2023-09-01 21:00:00,Miyapur,Red Line,Residential,21,4,0,Rainy,0,138,203,0.275,Low
Kolkata,2023-09-01 21:00:00,Salt Lake Sector V,Green Line,Commercial,21,4,0,Rainy,0,92,289,0.203,Low
Mumbai,2023-09-01 21:00:00,Versova,Line 1,Mixed/Retail,21,4,0,Rainy,0,135,338,0.312,Normal
Bengaluru,2023-09-01 22:00:00,Majestic,Purple Line,Transit Hub,22,4,0,Overcast,0,96,249,0.189,Low
Chennai,2023-09-01 22:00:00,Chennai Central,Blue Line,Commercial,22,4,0,Overcast,0,130,301,0.222,Low
Delhi,2023-09-01 22:00:00,Adarsh Nagar,Yellow Line,Residential,22,4,0,Overcast,0,218,161,0.267,Low
Hyderabad,2023-09-01 22:00:00,Miyapur,Red Line,Residential,22,4,0,Overcast,0,152,91,0.244,Low
Kolkata,2023-09-01 22:00:00,Salt Lake Sector V,Green Line,Commercial,22,4,0,Overcast,0,92,392,0.301,Normal
Mumbai,2023-09-01 22:00:00,Versova,Line 1,Mixed/Retail,22,4,0,Overcast,0,113,239,0.376,Normal
Bengaluru,2023-09-01 23:00:00,Majestic,Purple Line,Transit Hub,23,4,0,Overcast,0,219,375,0.251,Low
Chennai,2023-09-01 23:00:00,Chennai Central,Blue Line,Commercial,23,4,0,Overcast,0,103,360,0.245,Low
Delhi,2023-09-01 23:00:00,Adarsh Nagar,Yellow Line,Residential,23,4,0,Overcast,0,167,287,0.314,Normal
Hyderabad,2023-09-01 23:00:00,Miyapur,Red Line,Residential,23,4,0,Overcast,0,113,112,0.216,Low
Kolkata,2023-09-01 23:00:00,Salt Lake Sector V,Green Line,Commercial,23,4,0,Overcast,0,153,167,0.207,Low
Mumbai,2023-09-01 23:00:00,Versova,Line 1,Mixed/Retail,23,4,0,Overcast,0,81,322,0.278,Low
Bengaluru,2023-09-02 00:00:00,Majestic,Purple Line,Transit Hub,0,5,1,Rainy,0,13,42,0.019,Low
Chennai,2023-09-02 00:00:00,Chennai Central,Blue Line,Commercial,0,5,1,Rainy,0,12,7,0.014,Low
Delhi,2023-09-02 00:00:00,Adarsh Nagar,Yellow Line,Residential,0,5,1,Rainy,0,0,31,0.02,Low
Hyderabad,2023-09-02 00:00:00,Miyapur,Red Line,Residential,0,5,1,Rainy,0,0,0,0.0,Low
Kolkata,2023-09-02 00:00:00,Salt Lake Sector V,Green Line,Commercial,0,5,1,Rainy,0,11,0,0.007,Low
Mumbai,2023-09-02 00:00:00,Versova,Line 1,Mixed/Retail,0,5,1,Rainy,0,13,18,0.026,Low
Bengaluru,2023-09-02 01:00:00,Majestic,Purple Line,Transit Hub,1,5,1,Stormy,0,0,20,0.011,Low
Chennai,2023-09-02 01:00:00,Chennai Central,Blue Line,Commercial,1,5,1,Stormy,0,3,19,0.015,Low
Delhi,2023-09-02 01:00:00,Adarsh Nagar,Yellow Line,Residential,1,5,1,Stormy,0,23,6,0.017,Low
Hyderabad,2023-09-02 01:00:00,Miyapur,Red Line,Residential,1,5,1,Stormy,0,0,7,0.005,Low
Kolkata,2023-09-02 01:00:00,Salt Lake Sector V,Green Line,Commercial,1,5,1,Stormy,0,19,11,0.016,Low
Mumbai,2023-09-02 01:00:00,Versova,Line 1,Mixed/Retail,1,5,1,Stormy,0,10,1,0.01,Low
Bengaluru,2023-09-02 02:00:00,Majestic,Purple Line,Transit Hub,2,5,1,Rainy,0,15,15,0.018,Low
Chennai,2023-09-02 02:00:00,Chennai Central,Blue Line,Commercial,2,5,1,Rainy,0,16,0,0.008,Low
Delhi,2023-09-02 02:00:00,Adarsh Nagar,Yellow Line,Residential,2,5,1,Rainy,0,0,4,0.003,Low
Hyderabad,2023-09-02 02:00:00,Miyapur,Red Line,Residential,2,5,1,Rainy,0,0,20,0.015,Low
Kolkata,2023-09-02 02:00:00,Salt Lake Sector V,Green Line,Commercial,2,5,1,Rainy,0,0,0,0.0,Low
Mumbai,2023-09-02 02:00:00,Versova,Line 1,Mixed/Retail,2,5,1,Rainy,0,2,9,0.012,Low
Bengaluru,2023-09-02 03:00:00,Majestic,Purple Line,Transit Hub,3,5,1,Overcast,0,12,27,0.013,Low
Chennai,2023-09-02 03:00:00,Chennai Central,Blue Line,Commercial,3,5,1,Overcast,0,9,0,0.004,Low
Delhi,2023-09-02 03:00:00,Adarsh Nagar,Yellow Line,Residential,3,5,1,Overcast,0,9,0,0.006,Low
Hyderabad,2023-09-02 03:00:00,Miyapur,Red Line,Residential,3,5,1,Overcast,0,0,10,0.012,Low
Kolkata,2023-09-02 03:00:00,Salt Lake Sector V,Green Line,Commercial,3,5,1,Overcast,0,3,0,0.002,Low
Mumbai,2023-09-02 03:00:00,Versova,Line 1,Mixed/Retail,3,5,1,Overcast,0,0,22,0.015,Low
Bengaluru,2023-09-02 04:00:00,Majestic,Purple Line,Transit Hub,4,5,1,Rainy,0,27,23,0.02,Low
Chennai,2023-09-02 04:00:00,Chennai Central,Blue Line,Commercial,4,5,1,Rainy,0,0,0,0.0,Low
Delhi,2023-09-02 04:00:00,Adarsh Nagar,Yellow Line,Residential,4,5,1,Rainy,0,1,14,0.01,Low
Hyderabad,2023-09-02 04:00:00,Miyapur,Red Line,Residential,4,5,1,Rainy,0,0,0,0.0,Low
Kolkata,2023-09-02 04:00:00,Salt Lake Sector V,Green Line,Commercial,4,5,1,Rainy,0,0,1,0.001,Low
Mumbai,2023-09-02 04:00:00,Versova,Line 1,Mixed/Retail,4,5,1,Rainy,0,6,4,0.008,Low
Bengaluru,2023-09-02 05:00:00,Majestic,Purple Line,Transit Hub,5,5,1,Overcast,0,6,11,0.011,Low
Chennai,2023-09-02 05:00:00,Chennai Central,Blue Line,Commercial,5,5,1,Overcast,0,3,20,0.012,Low
Delhi,2023-09-02 05:00:00,Adarsh Nagar,Yellow Line,Residential,5,5,1,Overcast,0,10,11,0.009,Low
Hyderabad,2023-09-02 05:00:00,Miyapur,Red Line,Residential,5,5,1,Overcast,0,0,4,0.004,Low
Kolkata,2023-09-02 05:00:00,Salt Lake Sector V,Green Line,Commercial,5,5,1,Overcast,0,0,3,0.002,Low
Mumbai,2023-09-02 05:00:00,Versova,Line 1,Mixed/Retail,5,5,1,Overcast,0,14,4,0.011,Low
Bengaluru,2023-09-02 06:00:00,Majestic,Purple Line,Transit Hub,6,5,1,Sunny,0,120,110,0.08,Low
Chennai,2023-09-02 06:00:00,Chennai Central,Blue Line,Commercial,6,5,1,Sunny,0,38,16,0.025,Low
Delhi,2023-09-02 06:00:00,Adarsh Nagar,Yellow Line,Residential,6,5,1,Sunny,0,73,23,0.072,Low
Hyderabad,2023-09-02 06:00:00,Miyapur,Red Line,Residential,6,5,1,Sunny,0,32,0,0.022,Low
Kolkata,2023-09-02 06:00:00,Salt Lake Sector V,Green Line,Commercial,6,5,1,Sunny,0,0,14,0.011,Low
Mumbai,2023-09-02 06:00:00,Versova,Line 1,Mixed/Retail,6,5,1,Sunny,0,40,42,0.075,Low
Bengaluru,2023-09-02 07:00:00,Majestic,Purple Line,Transit Hub,7,5,1,Rainy,0,74,80,0.067,Low
Chennai,2023-09-02 07:00:00,Chennai Central,Blue Line,Commercial,7,5,1,Rainy,0,11,44,0.04,Low
Delhi,2023-09-02 07:00:00,Adarsh Nagar,Yellow Line,Residential,7,5,1,Rainy,0,54,40,0.048,Low
Hyderabad,2023-09-02 07:00:00,Miyapur,Red Line,Residential,7,5,1,Rainy,0,31,18,0.058,Low
Kolkata,2023-09-02 07:00:00,Salt Lake Sector V,Green Line,Commercial,7,5,1,Rainy,0,53,46,0.047,Low
Mumbai,2023-09-02 07:00:00,Versova,Line 1,Mixed/Retail,7,5,1,Rainy,0,56,49,0.068,Low
Bengaluru,2023-09-02 08:00:00,Majestic,Purple Line,Transit Hub,8,5,1,Rainy,0,813,708,0.523,Normal
Chennai,2023-09-02 08:00:00,Chennai Central,Blue Line,Commercial,8,5,1,Rainy,0,62,312,0.182,Low
Delhi,2023-09-02 08:00:00,Adarsh Nagar,Yellow Line,Residential,8,5,1,Rainy,0,329,92,0.313,Normal
Hyderabad,2023-09-02 08:00:00,Miyapur,Red Line,Residential,8,5,1,Rainy,0,313,91,0.361,Normal
Kolkata,2023-09-02 08:00:00,Salt Lake Sector V,Green Line,Commercial,8,5,1,Rainy,0,59,256,0.21,Low
Mumbai,2023-09-02 08:00:00,Versova,Line 1,Mixed/Retail,8,5,1,Rainy,0,362,308,0.569,Normal
Bengaluru,2023-09-02 09:00:00,Majestic,Purple Line,Transit Hub,9,5,1,Rainy,0,932,718,0.611,Crowded
Chennai,2023-09-02 09:00:00,Chennai Central,Blue Line,Commercial,9,5,1,Rainy,0,81,381,0.213,Low
Delhi,2023-09-02 09:00:00,Adarsh Nagar,Yellow Line,Residential,9,5,1,Rainy,0,380,127,0.327,Normal
Hyderabad,2023-09-02 09:00:00,Miyapur,Red Line,Residential,9,5,1,Rainy,0,260,51,0.309,Normal
Kolkata,2023-09-02 09:00:00,Salt Lake Sector V,Green Line,Commercial,9,5,1,Rainy,0,56,236,0.193,Low
Mumbai,2023-09-02 09:00:00,Versova,Line 1,Mixed/Retail,9,5,1,Rainy,0,443,365,0.545,Normal
Bengaluru,2023-09-02 10:00:00,Majestic,Purple Line,Transit Hub,10,5,1,Rainy,0,511,552,0.652,Crowded
Chennai,2023-09-02 10:00:00,Chennai Central,Blue Line,Commercial,10,5,1,Rainy,0,59,257,0.17,Low
Delhi,2023-09-02 10:00:00,Adarsh Nagar,Yellow Line,Residential,10,5,1,Rainy,0,327,143,0.342,Normal
Hyderabad,2023-09-02 10:00:00,Miyapur,Red Line,Residential,10,5,1,Rainy,0,415,115,0.398,Normal
Kolkata,2023-09-02 10:00:00,Salt Lake Sector V,Green Line,Commercial,10,5,1,Rainy,0,65,270,0.181,Low
